DateOfOffence,Issue_Date,Location,Section_No,AreaName,Latitude,Longitude
11/03/2023 00:00,19/04/2023 00:00,South Anne St,3.1,SOUTH EAST,53.3410931,-6.2593769
12/03/2023 00:00,19/04/2023 00:00,Rialto Cottages,3.1,SOUTH CENTRAL,53.337003,-6.2961705
14/03/2023 00:00,19/04/2023 00:00,Sundrive Rd,3.1,SOUTH CENTRAL,53.3245112,-6.2959712
15/03/2023 00:00,19/04/2023 00:00,NCR,3.1,CENTRAL,53.3602656,-6.2767753
16/03/2023 00:00,19/04/2023 00:00,Sth Richmond St,3.1,SOUTH CENTRAL,53.3312704,-6.2645588
16/03/2023 00:00,19/04/2023 00:00,Wellington St,3.1,SOUTH CENTRAL,53.294378,-6.1397063
17/03/2023 00:00,19/04/2023 00:00,Gardiner Place,3.1,CENTRAL,53.3562845,-6.2600328
17/03/2023 00:00,19/04/2023 00:00,Temple Lane Sth,3.1,SOUTH EAST,53.344883,-6.2642579
26/02/2023 00:00,19/04/2023 00:00,TEMPLE LANE SOUTH,3.1,SOUTH EAST,53.344883,-6.2642579
19/03/2023 00:00,19/04/2023 00:00,Merrion Row,3.1,SOUTH EAST,53.3384245,-6.254658
26/02/2023 00:00,19/04/2023 00:00,CROW STREET,3.1,SOUTH EAST,53.3444899,-6.2637883
19/03/2023 00:00,19/04/2023 00:00,Crow St,3.1,SOUTH EAST,53.3444899,-6.2637883
22/03/2023 00:00,19/04/2023 00:00,TURLOUGH GARDENS,3.1,NORTH CENTRAL,53.3636977,-6.239967
23/03/2023 00:00,19/04/2023 00:00,SOUTH RICHMOND STREET,3.1,SOUTH CENTRAL,53.3312704,-6.2645588
23/03/2023 00:00,19/04/2023 00:00,CAPEL STREET,3.1,CENTRAL,53.3484666,-6.2687446
23/03/2023 00:00,19/04/2023 00:00,CAPEL STREET,3.1,CENTRAL,53.3484666,-6.2687446
20/03/2023 00:00,19/04/2023 00:00,Meath St,3.1,SOUTH CENTRAL,53.341312,-6.2786353
23/03/2023 00:00,19/04/2023 00:00,O'REILLY AVENUE,3.1,SOUTH CENTRAL,53.3410645,-6.297991
23/03/2023 00:00,19/04/2023 00:00,SUMMERHILL,3.1,CENTRAL,53.3556256,-6.2532895
20/03/2023 00:00,19/04/2023 00:00,Sth Richmond Place,3.1,SOUTH EAST,53.3265347,-6.2615966
24/03/2023 00:00,19/04/2023 00:00,RUTLAND PLACE,3.1,CENTRAL,53.3542202,-6.261675
15/11/2022 00:00,03/03/2023 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
13/11/2022 00:00,03/03/2023 00:00,BRING BANKS MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
13/11/2022 00:00,03/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
15/11/2022 00:00,03/03/2023 00:00,Francis St,3.1,SOUTH CENTRAL,53.3411288,-6.2746639
15/11/2022 00:00,03/03/2023 00:00,Barnville Park,3.1,SOUTH CENTRAL,53.3349274,-6.3763928
16/11/2022 00:00,03/03/2023 00:00,Maiden Row,3.1,SOUTH CENTRAL,53.3486264,-6.3445696
20/12/2022 00:00,06/03/2023 00:00,Bring Bank Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
19/12/2022 00:00,06/03/2023 00:00,Bring Banks Marrowbone Lane Dublin 8,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
21/12/2022 00:00,06/03/2023 00:00,Bring Bank Marrowbone Lane,27.0,SOUTH CENTRAL,53.3400529,-6.2855372
22/12/2022 00:00,06/03/2023 00:00,Bring Bank Marrowbone Lane Dublin 8,27.0,SOUTH CENTRAL,53.3400529,-6.2855372
22/12/2022 00:00,06/03/2023 00:00,Bring Banks Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
03/03/2023 00:00,06/03/2023 00:00,Bring Bank Marrowbone Lane ,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
24/12/2022 00:00,06/03/2023 00:00,Bring Bank Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
04/12/2022 00:00,06/03/2023 00:00,Bring Banks Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
07/12/2022 00:00,06/03/2023 00:00,BRING BANK MARROWBONE LANE,27.0,SOUTH CENTRAL,53.3400529,-6.2855372
08/12/2022 00:00,06/03/2023 00:00,BRING BANK MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
10/12/2022 00:00,06/03/2023 00:00,BRING BANK TONGLEGEE ROAD,3.1,NORTH CENTRAL,53.3907807,-6.1833268
13/12/2022 00:00,06/03/2023 00:00,BRING BANK TONGLEGEE ROAD,3.1,NORTH CENTRAL,53.3907807,-6.1833268
19/12/2022 00:00,06/03/2023 00:00,BRING BANGS TONGLEGEE ROAD,3.1,NORTH CENTRAL,53.3907807,-6.1833268
11/12/2022 00:00,06/03/2023 00:00,BRING BANK MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
11/12/2022 00:00,06/03/2023 00:00,BRING BANK MARROWBONE LANE,27.0,SOUTH CENTRAL,53.3400529,-6.2855372
10/12/2022 00:00,06/03/2023 00:00,BRING BANK MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
17/11/2022 00:00,16/03/2023 00:00,REILLYS AVENUE,3.1,SOUTH CENTRAL,53.3339019,-6.2899412
17/11/2022 00:00,16/03/2023 00:00,LISSADEL ROAD,3.1,SOUTH CENTRAL,53.3284945,-6.312735
17/11/2022 00:00,16/03/2023 00:00,"MUCKROSS PARADE, PHIBSBOROUGH",3.1,CENTRAL,53.3606269,-6.2642958
30/11/2022 00:00,16/03/2023 00:00,"COPE STREET, DUBLIN 2",3.2,SOUTH EAST,53.3449105,-6.2627193
19/11/2022 00:00,16/03/2023 00:00,GRAFTON STREET,3.1,SOUTH EAST,53.3416362,-6.2601859
19/11/2022 00:00,16/03/2023 00:00,JERVIS LANE,3.2,CENTRAL,53.3489784,-6.2682024
12/12/2022 00:00,16/03/2023 00:00,BRING BANK MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
13/12/2022 00:00,16/03/2023 00:00,BRING BANKS MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
28/12/2022 00:00,22/03/2023 00:00,Marrowbone lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/12/2022 00:00,22/03/2023 00:00,marrowbone lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/12/2022 00:00,22/03/2023 00:00,marrowbone lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
18/12/2022 00:00,22/03/2023 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
16/12/2022 00:00,22/03/2023 00:00,BALLYBOGGAN ROAD,3.1,CENTRAL,53.3757932,-6.2977186
15/12/2022 00:00,22/03/2023 00:00,BALLYBOGGAN ROAD,3.1,CENTRAL,53.3757932,-6.2977186
17/11/2022 00:00,23/03/2023 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
19/11/2022 00:00,24/03/2023 00:00,grafton street,3.1,SOUTH EAST,53.3416362,-6.2601859
14/12/2022 00:00,24/03/2023 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
14/12/2022 00:00,24/03/2023 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
13/12/2022 00:00,24/03/2023 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
12/12/2022 00:00,24/03/2023 00:00,ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
21/12/2022 00:00,24/03/2023 00:00,newtown avenue,3.1,NORTH CENTRAL,53.3960971,-6.1931274
16/11/2022 00:00,28/03/2023 00:00,Bring Banks Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
18/11/2022 00:00,28/03/2023 00:00,BRING BANKS MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
20/11/2022 00:00,28/03/2023 00:00,Bring Bank Marrowbone Lane,27.0,SOUTH CENTRAL,53.3400529,-6.2855372
07/11/2022 00:00,28/03/2023 00:00,Tonglegee Road Bring Banks,27.0,NORTH CENTRAL,53.3907807,-6.1833268
19/11/2022 00:00,28/03/2023 00:00,Bring Banks Ballyboggan Road,3.1,CENTRAL,53.3790248,-6.309575199999999
18/11/2022 00:00,28/03/2023 00:00,Rialto Street,3.1,SOUTH CENTRAL,53.3368076,-6.2962967
19/11/2022 00:00,29/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
17/11/2022 00:00,29/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
20/11/2022 00:00,29/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
20/11/2022 00:00,29/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
20/11/2022 00:00,30/03/2023 00:00,UPPER EXCHANGE STREET,3.1,SOUTH EAST,53.3442947,-6.2679281
20/11/2022 00:00,30/03/2023 00:00,SOUTH GEORGE'S STREET,3.1,SOUTH EAST,53.3427392,-6.2644465
20/11/2022 00:00,30/03/2023 00:00,SYCAMORE STREET,3.2,SOUTH EAST,53.3448366,-6.2657928
29/03/2023 00:00,30/03/2023 00:00,SYCAMORE STREET,3.1,SOUTH EAST,53.3448366,-6.2657928
16/11/2022 00:00,30/03/2023 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
21/03/2023 00:00,19/04/2023 00:00,Byrnes Lane,3.1,SOUTH EAST,53.3435001,-6.2431878
24/03/2023 00:00,19/04/2023 00:00,EMMET STREET,3.1,CENTRAL,53.3580587,-6.2543317
21/03/2023 00:00,19/04/2023 00:00,SHERRARD STREET LOWER,3.1,CENTRAL,53.3599218,-6.2582383
21/03/2023 00:00,19/04/2023 00:00,Laneway at the rear of Crumlin Rd,3.1,SOUTH CENTRAL,53.3284996,-6.3050518
22/03/2023 00:00,19/04/2023 00:00,Meath St,3.1,SOUTH CENTRAL,53.341312,-6.2786353
25/03/2023 00:00,21/04/2023 00:00,1 ASTON QUAY,3.1,SOUTH EAST,53.3462055,-6.2617045
25/03/2023 00:00,21/04/2023 00:00,Duke Lane Lr,3.1,SOUTH EAST,53.3425491,-6.258667
25/03/2023 00:00,21/04/2023 00:00,Sth Anne St,3.1,SOUTH EAST,53.3410931,-6.2593769
25/03/2023 00:00,21/04/2023 00:00,Sth Anne St,3.1,SOUTH EAST,53.3410931,-6.2593769
26/03/2023 00:00,21/04/2023 00:00,East Essex St,3.1,SOUTH EAST,53.3451338,-6.2659764
26/03/2023 00:00,21/04/2023 00:00,Sycamore St,3.1,SOUTH EAST,53.3448366,-6.2657928
26/03/2023 00:00,21/04/2023 00:00,Aungier St,3.1,SOUTH EAST,53.3395886,-6.2658574
26/03/2023 00:00,21/04/2023 00:00,Parliament St,3.1,SOUTH EAST,53.3447472,-6.2674131
26/03/2023 00:00,21/04/2023 00:00,Dame Court,3.1,SOUTH EAST,53.3438789,-6.2637512
29/03/2023 00:00,21/04/2023 00:00,CAMDEM STREET,3.1,SOUTH EAST,53.3354466,-6.2640783
30/03/2023 00:00,21/04/2023 00:00,EARL STREET SOUTH,3.1,SOUTH CENTRAL,53.341519,-6.2801836
26/03/2023 00:00,21/04/2023 00:00,Annes Lane Sth,3.1,SOUTH EAST,53.3407303,-6.2597942
30/03/2023 00:00,21/04/2023 00:00,ANNE'S STREET,3.1,SOUTH EAST,53.3111871,-6.303922
31/03/2023 00:00,21/04/2023 00:00,ANNE'S LANE,3.1,SOUTH EAST,53.3407303,-6.2597942
27/03/2023 00:00,21/04/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/03/2023 00:00,21/04/2023 00:00,Fade St,3.1,SOUTH EAST,53.3421779,-6.2646787
02/04/2023 00:00,21/04/2023 00:00,RIALTO COURT,3.1,SOUTH CENTRAL,53.3376161,-6.2964135
27/03/2023 00:00,21/04/2023 00:00,Dame St,3.1,SOUTH EAST,53.344183,-6.2648142
02/04/2023 00:00,21/04/2023 00:00,SLIEVENAMON ROAD,3.1,SOUTH CENTRAL,53.3344325,-6.3057155
04/04/2023 00:00,21/04/2023 00:00,EARL STREET SOUTH,3.1,SOUTH CENTRAL,53.341519,-6.2801836
04/04/2023 00:00,21/04/2023 00:00,PEARSE STREET,3.1,SOUTH EAST,53.3439483,-6.2483434
04/04/2023 00:00,21/04/2023 00:00,PEARSE STREET,3.1,SOUTH EAST,53.3439483,-6.2483434
28/03/2023 00:00,21/04/2023 00:00,Poplar Row,3.1,CENTRAL,53.3611812,-6.2407552
28/03/2023 00:00,21/04/2023 00:00,Poplar Row,3.1,CENTRAL,53.3611812,-6.2407552
04/04/2023 00:00,21/04/2023 00:00,RIALTO COTTAGES,3.1,SOUTH CENTRAL,53.337003,-6.2961705
22/11/2022 00:00,30/03/2023 00:00,Le Fanu Road,3.1,SOUTH CENTRAL,53.3401337,-6.3558349
22/11/2022 00:00,30/03/2023 00:00,N.C.R.,3.1,CENTRAL,53.3602656,-6.2767753
23/11/2022 00:00,30/03/2023 00:00,Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
23/11/2022 00:00,29/03/2023 00:00,Sth Earl St.,3.1,SOUTH CENTRAL,53.3499751,-6.2590723
24/11/2022 00:00,30/03/2023 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
24/11/2022 00:00,30/03/2023 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
24/11/2022 00:00,30/03/2023 00:00,Cloverhill Rd,3.1,SOUTH CENTRAL,53.3365325,-6.3896217
24/11/2022 00:00,30/03/2023 00:00,Dorset St,3.1,CENTRAL,53.3594057,-6.2616947
24/11/2022 00:00,30/03/2023 00:00,Blessington St,3.1,CENTRAL,53.3566748,-6.2676094
24/11/2022 00:00,30/03/2023 00:00,Priorswood S.C.,3.1,NORTH CENTRAL,53.4033593,-6.2072081
21/11/2022 00:00,30/03/2023 00:00,EMMET ROAD,3.1,SOUTH CENTRAL,53.3404189,-6.3146313
25/11/2022 00:00,30/03/2023 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
21/11/2022 00:00,30/03/2023 00:00,BRING BANKS TONLEGEE ROAD,3.1,NORTH CENTRAL,53.3907807,-6.1833268
25/11/2022 00:00,30/03/2023 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
22/11/2022 00:00,30/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,NORTH WEST,53.3790248,-6.309575199999999
25/11/2022 00:00,30/03/2023 00:00,Ballyboggan Rd,3.1,CENTRAL,53.3757932,-6.2977186
25/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
22/11/2022 00:00,30/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
25/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
22/11/2022 00:00,30/03/2023 00:00,BRING BANKS PRIORSWOOD,3.1,NORTH CENTRAL,53.3962379,-6.194003899999999
25/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
25/11/2022 00:00,30/03/2023 00:00,Dorset St Uppr,3.1,CENTRAL,53.3552981,-6.2658646
22/11/2022 00:00,30/03/2023 00:00,BRING BANKS MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
25/11/2022 00:00,30/03/2023 00:00,Westmoreland St,3.1,SOUTH EAST,53.3458207,-6.2591641
26/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
26/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
26/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
27/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
21/11/2022 00:00,30/03/2023 00:00,Newtown Ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
27/11/2022 00:00,30/03/2023 00:00,Richmond Place Sth,3.1,SOUTH EAST,53.3306442,-6.2638828
27/11/2022 00:00,30/03/2023 00:00,East Essex St,19.1,SOUTH EAST,53.3451338,-6.2659764
28/11/2022 00:00,30/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
28/11/2022 00:00,30/03/2023 00:00,Mount Brown,3.1,SOUTH CENTRAL,53.3414585,-6.2980956
29/11/2022 00:00,30/03/2023 00:00,Meath St,3.1,SOUTH CENTRAL,53.341312,-6.2786353
29/11/2022 00:00,30/03/2023 00:00,Priorswood S.C.,3.1,NORTH CENTRAL,53.4033593,-6.2072081
29/11/2022 00:00,30/03/2023 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
29/11/2022 00:00,31/03/2023 00:00,BRING BANKS PRIORSWOOD S.C.,3.1,NORTH CENTRAL,53.4033593,-6.2072081
29/11/2022 00:00,31/03/2023 00:00,BRING BANKS PRIORSWOOD S.C.,3.1,NORTH CENTRAL,53.4033593,-6.2072081
29/11/2022 00:00,31/03/2023 00:00,BRING BANKS PRIORSWOOD S.C.,3.1,NORTH CENTRAL,53.4033593,-6.2072081
29/11/2022 00:00,31/03/2023 00:00,BLESSINGTON ST.,3.1,CENTRAL,53.3566748,-6.2676094
29/11/2022 00:00,31/03/2023 00:00,PORTLAND ROW,3.1,CENTRAL,53.3559316,-6.2483022
30/11/2022 00:00,31/03/2023 00:00,BRING BANKS MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
30/11/2022 00:00,31/03/2023 00:00,BRING BANKS MARROWBONE LANE,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
19/11/2022 00:00,31/03/2023 00:00,Castle Market,3.1,SOUTH EAST,53.3423151,-6.262572
23/12/2022 00:00,31/03/2023 00:00,Ballyfermot S.C.,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
01/12/2022 00:00,31/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
28/11/2022 00:00,31/03/2023 00:00,Newtown ave,3.1,NORTH CENTRAL,53.3960971,-6.1931274
11/12/2022 00:00,31/03/2023 00:00,Rutland Place,3.1,CENTRAL,53.3542202,-6.261675
02/12/2022 00:00,31/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
12/12/2022 00:00,31/03/2023 00:00,Mountjoy St,3.1,CENTRAL,53.3549791,-6.268597
02/12/2022 00:00,31/03/2023 00:00,LISSADEL ROAD,3.1,SOUTH CENTRAL,53.3284945,-6.312735
13/12/2022 00:00,31/03/2023 00:00,Rathmines Rd Lr.,3.1,SOUTH EAST,53.3257095,-6.2650573
02/12/2022 00:00,31/03/2023 00:00,MALLIN AVENUE,3.1,SOUTH CENTRAL,53.3380722,-6.2909651
14/12/2022 00:00,31/03/2023 00:00,"At rear of Captain Americas, Annes Lane",3.1,SOUTH EAST,53.3405,-6.260625
02/12/2022 00:00,31/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
14/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
30/11/2022 00:00,31/03/2023 00:00,"COPE ST., DUBLIN 2",3.2,CENTRAL,53.3449105,-6.2627193
15/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
02/12/2022 00:00,31/03/2023 00:00,BRING CENTRE PRIORSWOOD SHOPPING CENTRE,3.1,NORTH CENTRAL,53.4033593,-6.2072081
15/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane S.C.,3.1,SOUTH CENTRAL,33.836081,-81.1637245
02/12/2022 00:00,31/03/2023 00:00,SUMMERHILL PARADE,3.1,CENTRAL,53.3576173,-6.2485728
15/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
19/11/2022 00:00,31/03/2023 00:00,GRAFTON STREET,3.1,CENTRAL,53.3416362,-6.2601859
15/12/2022 00:00,31/03/2023 00:00,Parliament St,3.1,CENTRAL,53.3447472,-6.2674131
03/12/2022 00:00,31/03/2023 00:00,BRING BANKS TONLEGEE ROAD,3.1,NORTH CENTRAL,53.3907807,-6.1833268
03/12/2022 00:00,31/03/2023 00:00,BRING BANKS PRIORSWOOD SHOPPING CENTRE,3.1,NORTH CENTRAL,53.4033593,-6.2072081
16/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
03/12/2022 00:00,31/03/2023 00:00,BRING BANKS PRIORSWOOD SHOPPING CENTRE,3.1,NORTH CENTRAL,53.4033593,-6.2072081
05/12/2022 00:00,31/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
16/12/2022 00:00,31/03/2023 00:00,Fade St,3.1,SOUTH EAST,53.3421779,-6.2646787
17/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
17/12/2022 00:00,31/03/2023 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
19/12/2022 00:00,31/03/2023 00:00,Rutland Place,3.1,CENTRAL,53.3542202,-6.261675
05/12/2022 00:00,31/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
19/12/2022 00:00,31/03/2023 00:00,Rutland Place,3.1,CENTRAL,53.3542202,-6.261675
19/11/2022 00:00,31/03/2023 00:00,BRING BANKS BALLYBOGGAN ROAD,3.1,CENTRAL,53.3790248,-6.309575199999999
20/12/2022 00:00,31/03/2023 00:00,NCR,3.1,CENTRAL,53.3602656,-6.2767753
20/11/2022 00:00,31/03/2023 00:00,FADE STREET,3.1,SOUTH EAST,53.3421779,-6.2646787
21/12/2022 00:00,31/03/2023 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
23/12/2022 00:00,31/03/2023 00:00,Tonlegee Rd,3.1,NORTH CENTRAL,53.3907807,-6.1833268
05/12/2022 00:00,31/03/2023 00:00,THOMAS STREET,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
20/12/2022 00:00,31/03/2023 00:00,NCR,3.1,CENTRAL,53.3602656,-6.2767753
06/12/2022 00:00,31/03/2023 00:00,BRING BANKS PRIORSWOOD SHOPPING CENTRE ,3.1,NORTH CENTRAL,53.4033593,-6.2072081
21/12/2022 00:00,31/03/2023 00:00,Wicklow St,3.1,SOUTH EAST,53.3428501,-6.2606071
06/12/2022 00:00,31/03/2023 00:00,DAME STREET,3.1,SOUTH EAST,53.344183,-6.2648142
06/12/2022 00:00,31/03/2023 00:00,MERRION STREET,3.1,SOUTH EAST,53.3391403,-6.2519618
04/04/2023 00:00,21/04/2023 00:00,EARL STREET SOUTH,3.1,SOUTH CENTRAL,53.341519,-6.2801836
04/04/2023 00:00,21/04/2023 00:00,MEATH STREET ,3.1,SOUTH CENTRAL,53.341312,-6.2786353
31/03/2023 00:00,24/04/2023 00:00,Annes Lane,3.1,SOUTH EAST,53.3407303,-6.2597942
01/04/2023 00:00,24/04/2023 00:00,Bedford Lane,3.1,SOUTH EAST,53.3461215,-6.2612302
01/04/2023 00:00,24/04/2023 00:00,Adair Lane,3.1,SOUTH EAST,53.3573545,-6.2650042
01/04/2023 00:00,24/04/2023 00:00,Adair Lane,3.1,SOUTH EAST,53.3573545,-6.2650042
01/04/2023 00:00,24/04/2023 00:00,SOUTH GREAT GEORGES STREET,3.1,SOUTH EAST,53.3427392,-6.2644465
01/04/2023 00:00,24/04/2023 00:00,COPE STREET,3.1,SOUTH EAST,53.3449105,-6.2627193
06/04/2023 00:00,24/04/2023 00:00,WELLINGTON QUAY,3.1,SOUTH EAST,53.3457264,-6.2650597
07/04/2023 00:00,24/04/2023 00:00,ANNES LANE,3.1,SOUTH EAST,53.3407303,-6.2597942
07/04/2023 00:00,24/04/2023 00:00,TEMPLE LANE SOUTH,3.1,SOUTH EAST,53.344883,-6.2642579
08/04/2023 00:00,24/04/2023 00:00,Annes Lane,3.1,SOUTH EAST,53.3407303,-6.2597942
22/04/2023 00:00,24/04/2023 00:00,Dame Street,3.1,SOUTH EAST,53.344183,-6.2648142
08/04/2023 00:00,25/04/2023 00:00,FADE ST.,3.1,SOUTH EAST,53.3421779,-6.2646787
08/04/2023 00:00,25/04/2023 00:00,WELLINGTON QUAY,3.1,SOUTH EAST,53.3457264,-6.2650597
08/04/2023 00:00,25/04/2023 00:00,MONTAGUE LANE,3.1,SOUTH EAST,53.3365274,-6.2641744
08/04/2023 00:00,25/04/2023 00:00,MONTAGUE LANE,3.1,SOUTH EAST,53.3365274,-6.2641744
08/04/2023 00:00,25/04/2023 00:00,MONTAGUE LANE,3.1,SOUTH EAST,53.3365274,-6.2641744
08/04/2023 00:00,25/04/2023 00:00,JOSHUA LANE,3.1,SOUTH EAST,53.3401226,-6.2578067
08/04/2023 00:00,26/04/2023 00:00,JOSHUA LANE,3.1,SOUTH EAST,53.3401226,-6.2578067
08/04/2023 00:00,26/04/2023 00:00,DAWSON ST.,3.1,SOUTH EAST,53.3411504,-6.2582881
08/04/2023 00:00,26/04/2023 00:00,MONTAGUE LANE,3.1,SOUTH EAST,53.3365274,-6.2641744
08/04/2023 00:00,26/04/2023 00:00,DAWSON ST.,3.1,SOUTH EAST,53.3411504,-6.2582881
14/04/2023 00:00,27/04/2023 00:00,JAMES' ST.,3.1,SOUTH CENTRAL,53.3431735,-6.29026
14/04/2023 00:00,27/04/2023 00:00,DONORE AVE.,3.2,SOUTH CENTRAL,53.3336061,-6.2830705
17/04/2023 00:00,27/04/2023 00:00,RIALTO COURT,3.1,SOUTH CENTRAL,53.3376161,-6.2964135
17/04/2023 00:00,27/04/2023 00:00,THOMAS ST.,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
19/04/2023 00:00,27/04/2023 00:00,THOMAS ST.,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
07/12/2022 00:00,31/03/2023 00:00,BRING BANKS TONLEGEE ROAD,3.1,NORTH CENTRAL,53.3907807,-6.1833268
07/12/2022 00:00,31/03/2023 00:00,NELSON STREET,3.1,CENTRAL,53.3577907,-6.2675611
07/12/2022 00:00,31/03/2023 00:00,BELVEDERE PLACE,3.1,CENTRAL,53.3584145,-6.2579112
